,X,Borehole.ID,Top.depth,Bottom.depth,Depth,Thickness,Material,Material.simplified,ASTM,Reinterpreted,Frozen,Visible.ice,Mid_VI,Cryostructures,VRM,Slope,Organic.cover..m.,Mineral.soil..logs..first.3.m.,Surficial.materials..Rampton.1987.map.,Holocene.deposits,Holocene.conf,Deposit.type,Deposit.type.conf,Notes,fittedvalues_beta,fittedvalues_beta_lwrCI_reg,fittedvalues_beta_uprCI_reg,fittedvalues_beta_lwrCI_siteid,fittedvalues_beta_uprCI_siteid
976,179,174-34,2,3,2.5,1,Clay,Fine,CL,No,Yes,Medium to high,45,Nf,Smooth,Flat,0.1,Till/clay,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes,0.44275873,0.07242135,0.875993637,1.28E-05,0.999921731
1067,180,174-34,0.1,0.8,0.45,0.7,Coarse till,Coarse,SP-SM,No,Yes,Low,8,Nf,Smooth,Flat,0.1,Till/clay,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes,0.377795971,0.095166973,0.758431885,2.71E-05,0.999759326
3,181,174-36,0.1,1.7,0.9,1.6,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.1,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes,0.126607509,0.0144346,0.576322427,3.05E-06,0.999821793
415,183,174-37,4.1,5.3,4.7,1.2,Coarse till,Coarse,SP,No,Yes,Low,8,Nf,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes,0.21608457,0.053235006,0.556681128,4.78E-05,0.998903456
416,185,174-37,1.5,4.1,2.8,2.6,Coarse till,Coarse,SP,No,Yes,Medium to high,45,Nbe,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes,0.372617043,0.091005576,0.754784456,7.11E-05,0.999650495
473,182,174-37,5.3,6.1,5.7,0.8,Gravel,Coarse,GP,No,Yes,Low,8,,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes,0.210204705,0.05025692,0.554920969,4.40E-05,0.99891523
762,184,174-37,0.1,1.5,0.8,1.4,Silt,Fine,ML,No,Yes,Medium to high,45,Nbn,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes,0.307660431,0.05651481,0.746692239,3.66E-05,0.999619501
4,190,174-39,0.1,1,0.55,0.9,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Moderately rugged,Undulating,0.1,Clay/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes,0.309530601,0.057329536,0.747029211,3.74E-05,0.999618472
417,191,174-39,1.7,6.1,3.9,4.4,Coarse till,Coarse,SP,No,Yes,Medium to high,45,Vx,Moderately rugged,Undulating,0.1,Clay/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes,0.363646343,0.085630161,0.753330051,6.49E-05,0.999654623
418,192,174-39,1,1.7,1.35,0.7,Coarse till,Coarse,SP,No,Yes,Medium to high,45,Nf,Moderately rugged,Undulating,0.1,Clay/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes,0.384576489,0.098554419,0.756692764,8.00E-05,0.999644977
1068,195,174-48,1.4,3,2.2,1.6,Coarse till,Coarse,SP,No,Yes,No visible ice,0,Nf,Rugged,Rolling,0,Gravel/till,Glaciofluvial (ice-contact),Colluvial,2,Moraine,3,,0.13841146,0.020621278,0.541915355,1.87E-06,0.999857578
1146,196,174-48,0,1.4,0.7,1.4,Gravel,Coarse,GP,No,Yes,No visible ice,0,Nf,Rugged,Rolling,0,Gravel/till,Glaciofluvial (ice-contact),Colluvial,2,Moraine,3,,0.144803207,0.022542945,0.544568893,2.11E-06,0.999855251
1069,201,174-50,5.3,10.7,8,5.4,Coarse till,Coarse,SW-SC,No,Yes,Medium to high,45,Nbe,Rugged,Rolling,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,,0.235174662,0.025299758,0.768645589,1.56E-06,0.999967549
1070,202,174-50,4.6,5.3,4.95,0.7,Coarse till,Coarse,SW-SC,No,Yes,Low,8,Nbn,Rugged,Rolling,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,,0.145120752,0.019307895,0.584039571,1.57E-06,0.999892521
1071,203,174-50,0.1,4.6,2.35,4.5,Coarse till,Coarse,SW-SC,No,Yes,No visible ice,0,,Rugged,Rolling,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,,0.137785485,0.020438167,0.541649868,1.84E-06,0.999857808
1072,204,174-51,0.2,3,1.6,2.9,Coarse till,Coarse,SP-SM,No,Yes,Low,8,Vx/Vc,Smooth,Undulating,0.2,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,,0.160307645,0.023559818,0.5898299,2.07E-06,0.99988856
1147,205,174-51,3,6.1,4.55,3.1,Gravel,Coarse,GP-GM,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0.2,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,,0.128875336,0.017928719,0.537753418,1.54E-06,0.999861148
1148,206,174-51,6.1,9.1,7.6,3,Gravel,Coarse,GP-GM,No,Yes,Low,8,Vx/Vc,Smooth,Undulating,0.2,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,,0.133969864,0.016485972,0.579442588,1.26E-06,0.999895555
977,207,174-52,5.8,6.7,6.25,0.9,Clay,Fine,CL-ML,No,Yes,Medium to high,45,,Rugged,Rolling,0,Till,Glaciofluvial (ice-contact),Colluvial,2,Moraine,3,,0.185705788,0.015065437,0.760541422,7.87E-07,0.999964766
978,208,174-52,4.6,5.8,5.2,1.2,Clay,Fine,CL,No,Yes,Low,8,Nf,Rugged,Rolling,0,Till,Glaciofluvial (ice-contact),Colluvial,2,Moraine,3,,0.105047831,0.010170932,0.569568446,6.74E-07,0.999885798
1073,209,174-52,6.7,10.7,8.7,4,Coarse till,Coarse,SP,No,Yes,Low,8,Nbn,Rugged,Rolling,0,Till,Glaciofluvial (ice-contact),Colluvial,2,Moraine,3,,0.129558103,0.015437444,0.577530304,1.16E-06,0.999896789
1074,210,174-52,0,3,1.5,3,Coarse till,Coarse,SW,No,Yes,Low,8,Vx,Rugged,Rolling,0,Till,Glaciofluvial (ice-contact),Colluvial,2,Moraine,3,,0.160780156,0.023699881,0.590002372,2.08E-06,0.999888439
1075,211,174-52,3,4.6,3.8,1.6,Coarse till,Coarse,SP-SM,No,Yes,Low,8,,Rugged,Rolling,0,Till,Glaciofluvial (ice-contact),Colluvial,2,Moraine,3,,0.150194766,0.020675176,0.586029998,1.73E-06,0.999891178
5,212,174-53,0.1,1.5,0.8,1.4,Clay,Fine,CH,No,Yes,Medium to high,45,Vs/Nbn,Moderately rugged,Rolling,0.1,Clay/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,,0.307660431,0.05651481,0.746692239,3.66E-05,0.999619501
419,213,174-53,4.6,10.7,7.65,6.1,Coarse till,Coarse,SW,No,Yes,Low,8,Nf,Moderately rugged,Rolling,0.1,Clay/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,,0.199079053,0.044898,0.551484731,3.75E-05,0.998937826
474,214,174-53,1.5,4.6,3.05,3.1,Gravel,Coarse,GP-GC,No,Yes,Low,8,Nf,Moderately rugged,Rolling,0.1,Clay/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,,0.226044729,0.058515531,0.559582262,5.47E-05,0.998883751
1076,216,174-54,4.6,6.1,5.35,1.5,Coarse till,Coarse,SP,No,Yes,Low,8,,Rugged,Rolling,0.2,Silt/sand/till,Glaciofluvial (ice-contact),Organics,3,Moraine,1,,0.609686888,0.241009907,0.867818619,0.000216377,0.999513176
1077,217,174-54,6.1,7.6,6.85,1.5,Coarse till,Coarse,SP,No,Yes,Medium to high,45,Vx,Rugged,Rolling,0.2,Silt/sand/till,Glaciofluvial (ice-contact),Organics,3,Moraine,1,,0.749212248,0.315043816,0.940147799,0.000243656,0.999850492
1078,218,174-54,8,9.8,8.9,1.8,Coarse till,Coarse,SP,No,Yes,Low,8,Vx,Rugged,Rolling,0.2,Silt/sand/till,Glaciofluvial (ice-contact),Organics,3,Moraine,1,,0.579697298,0.203807354,0.864888255,0.000161795,0.99953149
1079,220,174-54,3.8,4.6,4.2,0.8,Coarse till,Coarse,SP,No,Yes,Medium to high,45,Vx/Vc,Rugged,Rolling,0.2,Silt/sand/till,Glaciofluvial (ice-contact),Organics,3,Moraine,1,,0.766262501,0.350745126,0.941202109,0.000302699,0.999846149
1080,221,174-54,1.5,3.8,2.65,2.3,Coarse till,Coarse,SP,No,Yes,Low,8,Nf,Rugged,Rolling,0.2,Silt/sand/till,Glaciofluvial (ice-contact),Organics,3,Moraine,1,,0.631965951,0.272249836,0.870011127,0.000269914,0.99949877
1081,222,174-54,1,1.5,1.25,0.5,Coarse till,Coarse,SP,No,Yes,Low,8,,Rugged,Rolling,0.2,Silt/sand/till,Glaciofluvial (ice-contact),Organics,3,Moraine,1,,0.643306633,0.289411139,0.871135758,0.000302697,0.999491133
1208,219,174-54,0.6,1,0.8,0.4,Sand,Coarse,SC,No,Yes,Low,8,Vx,Rugged,Rolling,0.2,Silt/sand/till,Glaciofluvial (ice-contact),Organics,3,Moraine,1,,0.646918701,0.295061477,0.871495482,0.000314058,0.999488653
1259,215,174-54,0.2,0.6,0.4,0.5,Silt,Fine,ML,No,Yes,No visible ice,0,Nf,Rugged,Rolling,0.2,Silt/sand/till,Glaciofluvial (ice-contact),Organics,3,Moraine,1,,0.526919332,0.170580424,0.841397624,0.000134835,0.999296279
6,238,174-60,4.6,5.8,5.2,1.2,Clay,Fine,CL,No,Yes,Low,8,Nbe,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,2,Glaciolacustrine,2,Within ice wedge polygons,0.158910506,0.028092287,0.541562114,2.01E-05,0.998838077
420,237,174-60,0.5,1.5,1,1,Coarse till,Coarse,SP,No,Yes,Low,8,Vx/Nf,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,2,Glaciolacustrine,2,Within ice wedge polygons,0.238865979,0.06576052,0.563181018,6.47E-05,0.998858775
421,239,174-60,3.3,4.6,3.95,1.3,Coarse till,Coarse,SP,No,Yes,Low,8,Nf,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,2,Glaciolacustrine,2,Within ice wedge polygons,0.220572062,0.055577073,0.558000317,5.08E-05,0.998894543
422,241,174-60,6.1,10.7,8.4,4.6,Coarse till,Coarse,SP,No,Yes,Low,8,Nf,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,2,Glaciolacustrine,2,Within ice wedge polygons,0.19491948,0.042985475,0.550161773,3.53E-05,0.998946391
597,235,174-60,5.8,6.1,5.95,0.3,Sand,Coarse,SC,No,Yes,Low,8,Nf,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,2,Glaciolacustrine,2,Within ice wedge polygons,0.20875322,0.049537423,0.554480712,4.31E-05,0.998918153
598,240,174-60,3,3.3,3.15,0.3,Sand,Coarse,SC,No,Yes,Low,8,Nbn,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,2,Glaciolacustrine,2,Within ice wedge polygons,0.225431937,0.058181974,0.559406549,5.42E-05,0.998884955
935,236,174-60,1.5,3,2.25,1.5,Till,Till,GC,No,Yes,Low,8,Vx/Nf,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,2,Glaciolacustrine,2,Within ice wedge polygons,0.128377609,0.02281363,0.470274318,1.25E-05,0.998744001
7,246,177 South - 15,0.1,1.8,0.95,1.7,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Flat,0.1,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes,0.126413789,0.014391481,0.576235384,3.03E-06,0.999821889
8,250,177 South - 3,0.2,1.5,0.85,1.3,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes,0.126801483,0.014477846,0.576409467,3.06E-06,0.999821696
9,251,177 South - 3,4.3,5,4.65,0.7,Clay,Fine,CL-ML,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes,0.112768317,0.011529562,0.569781354,2.24E-06,0.999828869
599,252,177 South - 3,5.6,6.1,5.85,0.5,Sand,Coarse,SM,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes,0.148723481,0.020055003,0.581737336,4.64E-06,0.999841446
10,253,177 South - 5,0.1,1.5,0.8,1.4,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.1,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes,0.307660431,0.05651481,0.746692239,3.66E-05,0.999619501
600,254,177 South - 5,1.5,2.2,1.85,0.7,Sand,Coarse,SC,No,Yes,Medium to high,45,,Smooth,Undulating,0.1,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes,0.380435939,0.09589037,0.756035867,7.68E-05,0.999646889
11,256,177 South - 7,0.1,1.5,0.8,1.4,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.1,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes,0.126995711,0.014521221,0.576496501,3.07E-06,0.9998216
12,257,177 South - 8,4.3,4.6,4.45,0.3,Clay,Fine,CL-ML,No,Yes,High,87,Vx,Smooth,Undulating,0.1,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes,0.220970895,0.019547669,0.783259096,3.00E-06,0.999954275
13,258,177 South - 8,0.1,1.5,0.8,1.4,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.1,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes,0.126995711,0.014521221,0.576496501,3.07E-06,0.9998216
14,264,19A-01,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0,Clay/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.308033963,0.05667688,0.746759657,3.68E-05,0.999619296
475,261,19A-01,6.4,8.2,7.3,1.8,Gravel,Coarse,GP,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Clay/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.177794969,0.041647437,0.504559373,3.66E-05,0.998628899
601,260,19A-01,1.5,3,2.25,1.5,Sand,Coarse,SC,No,Yes,Medium to high,45,Nf,Smooth,Undulating,0,Clay/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.377135945,0.093805669,0.755509485,7.43E-05,0.999648412
602,262,19A-01,4.6,6.1,5.35,1.5,Sand,Coarse,SC,No,Yes,Medium to high,45,,Smooth,Undulating,0,Clay/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.351965533,0.078984522,0.751404034,5.77E-05,0.999659991
603,263,19A-01,3,4.6,3.8,1.6,Sand,Coarse,SC,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0,Clay/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.36445806,0.086106692,0.753462509,6.55E-05,0.99965425
936,259,19A-01,6.1,6.4,6.25,0.3,Till,Till,GM,No,Yes,Medium to high,45,,Smooth,Undulating,0,Clay/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.205117246,0.028234139,0.676007657,1.15E-05,0.999624349
604,269,19A-03,3,6.1,4.55,3.1,Sand,Coarse,SM,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons,0.154586847,0.021666217,0.58399076,5.16E-06,0.999839204
763,270,19A-03,0.2,1.5,0.85,1.3,Silt,Fine,ML,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons,0.126801483,0.014477846,0.576409467,3.06E-06,0.999821696
605,272,19A-04,6.9,7.4,7.15,0.5,Sand,Coarse,SM,No,Yes,Low,8,Vc,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.201888956,0.046217787,0.5523663,3.91E-05,0.998932077
606,273,19A-04,9.1,9.9,9.5,0.8,Sand,Coarse,SM,No,Yes,No visible ice,0,Nf,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.166798053,0.036631246,0.500638305,3.06E-05,0.998661069
607,274,19A-04,4.6,6.9,5.75,2.3,Sand,Coarse,SM,No,Yes,No visible ice,0,Nf,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.18587875,0.045569436,0.507321635,4.16E-05,0.998605772
608,275,19A-04,7.4,8,7.7,0.6,Sand,Coarse,SM,No,Yes,No visible ice,0,Nf,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.175754103,0.040688931,0.503846479,3.55E-05,0.998634805
609,277,19A-04,3,4,3.5,1,Sand,Coarse,SM,No,Yes,Low,8,,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.22329645,0.057028523,0.558791438,5.27E-05,0.99888916
610,278,19A-04,4,4.6,4.3,0.6,Sand,Coarse,SM,No,Yes,Medium to high,45,,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.360407267,0.08374786,0.75279974,6.28E-05,0.999656113
611,279,19A-04,8,9.1,8.55,1.1,Sand,Coarse,SM,No,Yes,Low,8,Vc,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.194095515,0.042612419,0.549897096,3.48E-05,0.998948095
612,280,19A-04,9.9,10.7,10.3,0.8,Sand,Coarse,SM,No,Yes,Low,8,Vc,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.184677751,0.038482747,0.546807144,3.02E-05,0.998967781
764,271,19A-04,0.2,1.5,0.85,1.4,Silt,Fine,ML,No,Yes,Low,8,Vx,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.180369961,0.036274772,0.549251283,2.87E-05,0.998782221
937,276,19A-04,1.5,3,2.25,1.5,Till,Till,GM,No,Yes,Medium to high,45,Vx/Vc,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.228928706,0.035717315,0.682222043,1.59E-05,0.999607761
476,281,19A-05,3.7,4.3,4,0.6,Gravel,Coarse,GP-GC,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0,None,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,"Near ice wedge polygons. Only ice, assumed to be glaciolacustrine.",0.195343086,0.050419718,0.510439772,4.80E-05,0.998579192
15,283,19A-06,0.8,1.5,1.15,0.7,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Nbe,Smooth,Undulating,0.1,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons,0.125641442,0.01422027,0.575887161,2.98E-06,0.999822273
423,282,19A-06,4,5,4.5,1,Coarse till,Coarse,SW-SM,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0.1,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons,0.072433459,0.012512563,0.324221162,3.86E-06,0.999337063
1082,286,19A-07,1.5,3,2.25,1.5,Coarse till,Coarse,SW-SM,No,Yes,Low,8,Nf,Smooth,Undulating,0.2,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons,0.157263676,0.022668903,0.588708295,1.96E-06,0.99988934
1149,285,19A-07,3,5.2,4.1,2.2,Gravel,Coarse,GP-GM,No,Yes,Medium to high,45,Vx/Nf,Smooth,Undulating,0.2,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons,0.260652023,0.031843149,0.773553135,2.14E-06,0.999966152
1308,284,19A-07,0.2,1.5,0.85,1.3,Till,Till,GM,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons,0.162290575,0.01413327,0.708361843,6.00E-07,0.999960888
1083,287,19A-08,0.2,1.5,0.85,1.3,Coarse till,Coarse,SP-SM,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0.2,Till/gravel,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons,0.144153161,0.022343161,0.544303651,2.09E-06,0.999855485
1150,288,19A-08,3,4.1,3.55,1.1,Gravel,Coarse,GW-GM,No,Yes,Low,8,Vc,Smooth,Undulating,0.2,Till/gravel,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons,0.151316953,0.020984724,0.58646233,1.76E-06,0.999890883
1151,289,19A-08,1.5,3,2.25,1.5,Gravel,Coarse,GW-GM,No,Yes,No visible ice,0,,Smooth,Undulating,0.2,Till/gravel,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons,0.138202537,0.020560063,0.541826862,1.86E-06,0.999857655
1152,290,19A-08,4.1,4.6,4.35,0.5,Gravel,Coarse,GW-GM,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Till/gravel,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons,0.258966413,0.03137856,0.773240769,2.10E-06,0.999966244
16,292,19A-09,0.2,1.5,0.85,1.3,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vs,Smooth,Undulating,0.2,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.307287151,0.056353176,0.746624809,3.65E-05,0.999619707
613,291,19A-09,1.5,3.7,2.6,2.2,Sand,Coarse,SM,No,Yes,Medium to high,45,Nf,Smooth,Undulating,0.2,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.374257753,0.092014982,0.755048271,7.22E-05,0.999649739
614,293,19A-09,4.6,6.1,5.35,1.5,Sand,Coarse,SM,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.351965533,0.078984522,0.751404034,5.77E-05,0.999659991
17,294,19A-10,0.2,1,0.6,0.8,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Nbn,Moderately rugged,Undulating,0.2,Clay/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.309156065,0.057165713,0.746961841,3.72E-05,0.999618678
18,297,19A-10,1,1.5,1.25,0.5,Clay,Fine,CL,No,Yes,Medium to high,45,Nbn,Moderately rugged,Undulating,0.2,Clay/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.304310016,0.055075671,0.746084941,3.53E-05,0.999621346
477,295,19A-10,1.5,4.6,3.05,3.1,Gravel,Coarse,GW-GM,No,Yes,Low,8,Nf,Moderately rugged,Undulating,0.2,Clay/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.226044729,0.058515531,0.559582262,5.47E-05,0.998883751
478,296,19A-10,5.2,13,9.1,7.8,Gravel,Coarse,GW-GM,No,Yes,Medium to high,45,Vx/Nbe,Moderately rugged,Undulating,0.2,Clay/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.3225914,0.063931173,0.746376473,4.24E-05,0.99967349
19,300,19A-11,0.2,1.8,1,1.7,Clay,Fine,CL,No,Yes,Low,8,Vx/Nbe,Smooth,Undulating,0.2,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.17959378,0.035957767,0.548986509,2.83E-05,0.998784191
503,298,19A-11,0,0.2,0.1,0.2,Organics,Organics,PEAT,No,Yes,Low,8,Vx/Nbe,Smooth,Undulating,0.2,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.244260132,0.043936776,0.678062729,2.62E-05,0.999390551
615,299,19A-11,1.8,3,2.4,1.2,Sand,Coarse,SM,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.37590136,0.093034437,0.755311894,7.34E-05,0.999648981
1260,302,2.45-1-1,2.7,4,3.35,1.3,Silt,Fine,,No,Yes,Low,8,Vx,Rugged,Undulating,0,Silt/till,Hummocky,Colluvial,2,Moraine,3,Near a river and thermokarst lakes,0.111303779,0.011366114,0.572798968,7.84E-07,0.999883493
1261,303,2.45-1-1,4.6,6.1,5.35,1.5,Silt,Fine,,No,Yes,Low,8,Vx,Rugged,Undulating,0,Silt/till,Hummocky,Colluvial,2,Moraine,3,Near a river and thermokarst lakes,0.104554435,0.010079663,0.569306248,6.65E-07,0.999885983
1309,304,2.45-1-11,0.2,6.1,3.15,5.9,Till,Till,,No,Yes,No visible ice,0,,Rugged,Flat,0.2,Till,Hummocky,Organics,3,Moraine,3,Near a river and thermokarst lakes,0.070797549,0.007061659,0.449440722,3.70E-07,0.999842729
616,306,2.45-1-12,2.1,3.1,2.6,1,Sand,Coarse,,No,Yes,No visible ice,0,,Moderately rugged,Undulating,0.15,Silt/sand,Hummocky,Organics,3,Glaciolacustrine,2,Near a river and thermokarst lakes,0.203173992,0.054647945,0.512933708,5.38E-05,0.998557564
765,305,2.45-1-12,3.1,6.1,4.6,3,Silt,Fine,,No,Yes,No visible ice,0,,Moderately rugged,Undulating,0.15,Silt/sand,Hummocky,Organics,3,Glaciolacustrine,2,Near a river and thermokarst lakes,0.142230037,0.026412773,0.494995639,2.00E-05,0.998496132
